TrainCategory,TrainID,Route
RØ,1225,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
L,4067,[AR - BR - RD - FP - HB - AD - AB]
RØ,4516,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
L,966,[SDB - GST - KW - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
RØ,2474,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
IC,176,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH]
RØ,1556,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK - HGL]
RØ,2281,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RØ,4500,[KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,1285,[KH - GB - NEL - IG - KJN - LEL - RG - GZ - NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RØ,4457,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
L,4050,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
RV,2941,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,4287,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
RØ,1244,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
L,4046,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
L,4074,[AB - OG - HB - FP - RD - LG - AR]
RØ,4857,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
IC,164,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH]
RØ,3465,[HG - SQ - GÆ - HUM - NI - OK - RU - HL - HGL - KK - KN - KH]
IC,4125,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
M,9797,[HGL - KK - KN - KH - BAN - CPH]
RV,4732,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - TP - HP - OD]
RØ,2599,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
RØ,4573,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,4449,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,4223,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
IC,251,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG - FO - NG - JU - OD]
IC,182,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH]
RØ,4865,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RØ,2495,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
EX,394,[HMB - ADF - ASW - AFW - PA - VK - KD - TL - OD - MV - RG - ADA - KH]
IC,2304,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RØ,1557,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RØ,4429,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
IC,4190,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
L,746,[STR - HM - HO - TS - UU - ID - IB - GP - HR - KE - BB - TY - GW - GG - JL - GES - VJS - VJ - BET - FA]
RV,2976,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RØ,1277,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
IC,165,[KK - KN - KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
RØ,2531,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
L,34,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
RØ,4204,[VO - LU - MOG - NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
M,12396,[KH - KN - KK - HGL]
RØ,2483,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
IC,5756,[FLB - AHAL - PA - VK - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
IC,412,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA]
RØ,2260,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,485,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
IC,2340,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RV,2920,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RØ,4258,[RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,149,[KK - KN - KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
RØ,3555,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HV - TØ - HK - RT - MØ - JY - SE - VÆ - KBØ - KB]
IC,5752,[FLB - AHAL - PA - VK - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
RØ,1237,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
RØ,1269,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
L,4034,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
IC,5759,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - VK - PA - PAGR - FLB]
L,4063,[AR - BR - RD - FP - HB - AD - AB]
RØ,2277,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RV,2754,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - SC - TP - HP - OD]
RV,2925,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,235,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG]
RØ,2264,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,4849,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RV,2742,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - SC - TP - HP - OD]
RØ,1221,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RV,2936,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
IC,2316,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RØ,4206,[VO - LU - MOG - NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RV,2972,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
IC,238,[OD - MV - NG - SPR - SG - SO - FJ - RG - KY - RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
RØ,2452,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
IC,5765,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - VK - PA - PAGR - FLB]
M,6314,[CPH - TÅT - KH]
RØ,2546,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,3363,[HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - RO]
M,12399,[HGL - KK - KN - KH]
RØ,4829,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
IC,448,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA]
RØ,2547,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,4242,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,4133,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
RV,2956,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
IC,191,[KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,2272,[KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,152,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH]
IC,5763,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - VK - PA - PAGR - FLB]
RØ,2550,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,1272,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ - GZ - RG - ADA - KJN - JSF - NEL - GB - KH]
L,59,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
EX,1198,[HMB - ADF - ASW - AFW - PA - VK - KD - TL - OD - MV - RG - ADA - KH]
RØ,1220,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
RØ,4218,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,1552,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
EX,1191,[KH - GB - RG - FJ - OD - HP - KD - LK - PA - PAGR - ASW - AR - HMB]
L,935,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - KW - GST - SDB]
RV,2720,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - SC - TP - HP - OD]
RØ,1574,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH]
M,9720,[KK - HGL]
RØ,3859,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
IC,846,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
RR,982,[SDB - GST - KW - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
IC,141,[KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
IC,4113,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
IC,144,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK - HGL]
IC,4176,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
IC,827,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
IC,839,[KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
RV,4721,[OD - HP - TP - SC - AP - GD - EB - NA - KA - MD - SNO - FA]
IC,80108,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK - HGL]
IC,1472,[KH - BAN - CPH]
RØ,2089,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
L,26,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
IC,132,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK - HGL]
L,4054,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
IC,4165,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
RØ,274,[RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
RØ,4441,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,4263,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RØ,1273,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
IC,4184,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
RØ,4410,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
IC,875,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
RØ,2439,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,2419,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,2444,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
RØ,1229,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
RØ,2412,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
L,4042,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
RØ,4426,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
RØ,1265,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
RV,2961,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
IC,125,[KK - KN - KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
L,959,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - KW - GST - SDB]
L,4055,[AR - BR - RD - FP - HB - AD - AB]
M,7085,[FA - BK - AR]
IC,124,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH]
RØ,3510,[KB - KBØ - VÆ - SE - JY - MØ - KS - HK - PE - HV - LJ - RO - TRK - HTÅ - GL - KH - KN - KK]
RØ,1236,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
M,12196,[KH - KN - KK - HGL]
RØ,3400,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
RØ,4453,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,2579,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
L,63,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
L,62,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
RØ,2436,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
RØ,3471,[HG - SQ - GÆ - HUM - NI - OK - RU - HL - HGL - KK - KN - KH]
M,9387,[KH - BAN - CPH]
RØ,3802,[NF - TN - EK - NV - OH - VO]
RØ,4254,[RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,4214,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,2252,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,1224,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
RØ,4824,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
IC,2329,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
RØ,3448,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
RØ,4274,[KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,4828,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
RØ,2558,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,262,[SG - SO - FJ - RG - KY - RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
RØ,4230,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RV,4748,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - TP - HP - OD]
RØ,2208,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
M,9676,[KH - KN - KK]
RØ,4852,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
M,9043,[HG - SQ - KK]
IC,417,[FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
IC,129,[KK - KN - KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
RØ,4262,[RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
M,6322,[KK - HGL]
RØ,2538,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,239,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG]
RØ,4569,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,3440,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
L,42,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
L,66,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
L,4026,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
RV,2940,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
IC,116,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK - HGL]
RV,4756,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - TP - HP - OD]
RV,2733,[OD - HP - TP - SC - BD - AP - GD - EB - NA - KA - MD - SNO - FA]
RØ,4544,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,4821,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
IC,2376,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RØ,2500,[KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,4549,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
IC,5764,[FLB - AHAL - PA - VK - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
IC,2383,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
IC,1476,[KH - BAN - ØRE - TÅT - CPH]
IC,2337,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
RØ,3559,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HV - TØ - HK - RT - MØ - JY - SE - VÆ - KBØ - KB]
RØ,279,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG]
RV,3954,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RØ,2245,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
L,723,[FA - BK - VJ - VJS - GES - JL - GG - GW - TY - BB - FT - HR - GP - IB - ID - UU - TS - HO - HM - STR]
RØ,1268,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ - GZ - RG - ADA - KJN - JSF - NEL - GB - KH]
RØ,4825,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
IC,4141,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
RØ,4434,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
IC,4164,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
IC,1413,[CPH - TÅT - ØRE - KLV - KH]
L,50,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
RØ,2435,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
IC,822,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK]
IC,242,[OD - MV - NG - SPR - SG - SO - FJ - RG - KY - RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
IC,107,[KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
L,38,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
RØ,2297,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
M,6343,[KH - BAN - CPH]
RØ,291,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO]
EX,1196,[HMB - ADF - ASW - AFW - PA - VK - KD - TL - OD - MV - RG - ADA - KH]
L,14,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
IC,120,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK]
RØ,2268,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,469,[FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,1281,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
L,747,[VJ - VJS - GES - JL - GG - GW - TY - BB - FT - HR - GP - IB - ID - UU - TS - HO - HM - STR]
RV,4753,[OD - HP - TP - SC - AP - GD - EB - NA - KA - MD - SNO - FA]
RØ,3506,[KB - KBØ - VÆ - SE - JY - MØ - KS - HK - PE - HV - LJ - RO - TRK - HTÅ - GL - KH - KN - KK]
RØ,3402,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
RØ,2224,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,842,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
